14.999 -738.575 0.
14.999 -708.925 0.
14.999 -708.425 0.
14.999 -678.775 0.
14.999 -678.275 0.
14.999 -648.625 0.
14.999 -648.125 0.
14.999 -618.475 0.
14.999 -617.975 0.
14.999 -588.325 0.
14.999 -587.825 0.
14.999 -558.175 0.
14.999 -557.675 0.
14.999 -528.025 0.
-14.999 -528.025 0.
-14.999 -557.675 0.
-14.999 -558.175 0.
-14.999 -587.825 0.
-14.999 -588.325 0.
-14.999 -617.975 0.
-14.999 -618.475 0.
-14.999 -648.125 0.
-14.999 -648.625 0.
-14.999 -678.275 0.
-14.999 -678.775 0.
-14.999 -708.425 0.
-14.999 -708.925 0.
-14.999 -738.575 0.

14.999  -527.475 0.
14.999  -497.825 0.
14.999  -497.325 0.
14.999  -467.675 0.
14.999  -467.175 0.
14.999  -437.525 0.
14.999  -437.025 0.
14.999  -407.375 0.
14.999  -406.875 0.
14.999  -377.225 0.
14.999  -376.725 0.
14.999  -347.075 0.
14.999  -346.575 0.
14.999  -316.925 0.
-14.999  -316.925 0.
-14.999  -346.575 0.
-14.999  -347.075 0.
-14.999  -376.725 0.
-14.999  -377.225 0.
-14.999  -406.875 0.
-14.999  -407.375 0.
-14.999  -437.025 0.
-14.999  -437.525 0.
-14.999  -467.175 0.
-14.999  -467.675 0.
-14.999  -497.325 0.
-14.999  -497.825 0.
-14.999  -527.475 0.

14.999  -316.375 0.
14.999  -286.725 0.
14.999  -286.225 0.
14.999  -256.575 0.
14.999  -256.075 0.
14.999  -226.425 0.
14.999  -225.925 0.
14.999  -196.275 0.
14.999  -195.775 0.
14.999  -166.125 0.
14.999  -165.625 0.
14.999  -135.975 0.
14.999  -135.475 0.
14.999  -105.825 0.
-14.999  -105.825 0.
-14.999  -135.475 0.
-14.999  -135.975 0.
-14.999  -165.625 0.
-14.999  -166.125 0.
-14.999  -195.775 0.
-14.999  -196.275 0.
-14.999  -225.925 0.
-14.999  -226.425 0.
-14.999  -256.075 0.
-14.999  -256.575 0.
-14.999  -286.225 0.
-14.999  -286.725 0.
-14.999  -316.375 0.

14.999 -105.275 0.
14.999 -75.625 0.
14.999 -75.125 0.
14.999 -45.475 0.
14.999 -44.975 0.
14.999 -15.325 0.
14.999 -14.825 0.
14.999 14.825 0.
14.999 15.325 0.
14.999 44.975 0.
14.999 45.475 0.
14.999 75.125 0.
14.999 75.625 0.
14.999 105.275 0.
-14.999 105.275 0.
-14.999 75.625 0.
-14.999 75.125 0.
-14.999 45.475 0.
-14.999 44.975 0.
-14.999 15.325 0.
-14.999 14.825 0.
-14.999 -14.825 0.
-14.999 -15.325 0.
-14.999 -44.975 0.
-14.999 -45.475 0.
-14.999 -75.125 0.
-14.999 -75.625 0.
-14.999 -105.275 0.

14.999  105.825 0.
14.999  135.475 0.
14.999  135.975 0.
14.999  165.625 0.
14.999  166.125 0.
14.999  195.775 0.
14.999  196.275 0.
14.999  225.925 0.
14.999  226.425 0.
14.999  256.075 0.
14.999  256.575 0.
14.999  286.225 0.
14.999  286.725 0.
14.999  316.375 0.
-14.999  316.375 0.
-14.999  286.725 0.
-14.999  286.225 0.
-14.999  256.575 0.
-14.999  256.075 0.
-14.999  226.425 0.
-14.999  225.925 0.
-14.999  196.275 0.
-14.999  195.775 0.
-14.999  166.125 0.
-14.999  165.625 0.
-14.999  135.975 0.
-14.999  135.475 0.
-14.999  105.825 0.

14.999  316.925 0.
14.999  346.575 0.
14.999  347.075 0.
14.999  376.725 0.
14.999  377.225 0.
14.999  406.875 0.
14.999  407.375 0.
14.999  437.025 0.
14.999  437.525 0.
14.999  467.175 0.
14.999  467.675 0.
14.999  497.325 0.
14.999  497.825 0.
14.999  527.475 0.
-14.999  527.475 0.
-14.999  497.825 0.
-14.999  497.325 0.
-14.999  467.675 0.
-14.999  467.175 0.
-14.999  437.525 0.
-14.999  437.025 0.
-14.999  407.375 0.
-14.999  406.875 0.
-14.999  377.225 0.
-14.999  376.725 0.
-14.999  347.075 0.
-14.999  346.575 0.
-14.999  316.925 0.

14.999 528.025 0.
14.999 557.675 0.
14.999 558.175 0.
14.999 587.825 0.
14.999 588.325 0.
14.999 617.975 0.
14.999 618.475 0.
14.999 648.125 0.
14.999 648.625 0.
14.999 678.275 0.
14.999 678.775 0.
14.999 708.425 0.
14.999 708.925 0.
14.999 738.575 0.
-14.999 738.575 0.
-14.999 708.925 0.
-14.999 708.425 0.
-14.999 678.775 0.
-14.999 678.275 0.
-14.999 648.625 0.
-14.999 648.125 0.
-14.999 618.475 0.
-14.999 617.975 0.
-14.999 588.325 0.
-14.999 587.825 0.
-14.999 558.175 0.
-14.999 557.675 0.
-14.999 528.025 0.
