14.999 -421.925 0
14.999 -392.275 0
14.999 -391.775 0
14.999 -362.125 0
14.999 -361.625 0
14.999 -331.975 0
14.999 -331.475 0
14.999 -301.825 0
14.999 -301.325 0
14.999 -271.675 0
14.999 -271.175 0
14.999 -241.525 0
14.999 -241.025 0
14.999 -211.375 0
-14.999 -211.375 0
-14.999 -241.025 0
-14.999 -241.525 0
-14.999 -271.175 0
-14.999 -271.675 0
-14.999 -301.325 0
-14.999 -301.825 0
-14.999 -331.475 0
-14.999 -331.975 0
-14.999 -361.625 0
-14.999 -362.125 0
-14.999 -391.775 0
-14.999 -392.275 0
-14.999 -421.925 0

14.999 -210.825 0
14.999 -181.175 0
14.999 -180.675 0
14.999 -151.025 0
14.999 -150.525 0
14.999 -120.875 0
14.999 -120.375 0
14.999 -90.725 0
14.999 -90.225 0
14.999 -60.575 0
14.999 -60.075 0
14.999 -30.425 0
14.999 -29.925 0
14.999 -0.275 0
-14.999 -0.275 0
-14.999 -29.925 0
-14.999 -30.425 0
-14.999 -60.075 0
-14.999 -60.575 0
-14.999 -90.225 0
-14.999 -90.725 0
-14.999 -120.375 0
-14.999 -120.875 0
-14.999 -150.525 0
-14.999 -151.025 0
-14.999 -180.675 0
-14.999 -181.175 0
-14.999 -210.825 0

14.999 0.275 0
14.999 29.925 0
14.999 30.425 0
14.999 60.075 0
14.999 60.575 0
14.999 90.225 0
14.999 90.725 0
14.999 120.375 0
14.999 120.875 0
14.999 150.525 0
14.999 151.025 0
14.999 180.675 0
14.999 181.175 0
14.999 210.825 0
-14.999 210.825 0
-14.999 181.175 0
-14.999 180.675 0
-14.999 151.025 0
-14.999 150.525 0
-14.999 120.875 0
-14.999 120.375 0
-14.999 90.725 0
-14.999 90.225 0
-14.999 60.575 0
-14.999 60.075 0
-14.999 30.425 0
-14.999 29.925 0
-14.999 0.275 0

14.999 211.375 0
14.999 241.025 0
14.999 241.525 0
14.999 271.175 0
14.999 271.675 0
14.999 301.325 0
14.999 301.825 0
14.999 331.475 0
14.999 331.975 0
14.999 361.625 0
14.999 362.125 0
14.999 391.775 0
14.999 392.275 0
14.999 421.925 0
-14.999 421.925 0
-14.999 392.275 0
-14.999 391.775 0
-14.999 362.125 0
-14.999 361.625 0
-14.999 331.975 0
-14.999 331.475 0
-14.999 301.825 0
-14.999 301.325 0
-14.999 271.675 0
-14.999 271.175 0
-14.999 241.525 0
-14.999 241.025 0
-14.999 211.375 0
