2.7343	-737.7759	13.5279
-28.5680	-737.7644	13.4862
2.7846	-528.8267	13.4559
-28.5182	-528.8236	13.4833
2.8094	-526.6149	13.4440
-28.4864	-526.6306	13.4563
2.7228	-317.6545	13.4994
-28.5726	-317.6703	13.3855
2.7317	-315.5202	13.4461
-28.5621	-315.5264	13.4637
2.7029	-106.5898	13.4681
-28.5922	-106.5906	13.4196
2.7046	-104.4514	13.3851
-28.5897	-104.4596	13.3975
2.6930	104.4976	13.4292
-28.6030	104.5024	13.4306
2.7277	106.6450	13.3624
-28.5637	106.6377	13.3570
2.6951	315.5934	13.4024
-28.5976	315.5944	13.3175
2.7246	317.7386	13.2683
-28.5668	317.7319	13.2942
2.6731	526.6955	13.3506
-28.6250	526.6899	13.3081
2.6967	528.8328	13.3286
-28.6007	528.8265	13.3069
2.7107	737.7775	13.3041
-28.5879	737.7796	13.2154
28.6607	-737.7629	9.7866
28.5697	-528.8288	9.7801
28.6097	-526.6509	9.7852
28.5920	-317.7032	9.6952
28.5837	-315.5504	9.7293
28.5920	-106.6098	9.6967
28.6282	-104.4750	9.7018
28.5806	104.4905	9.7406
28.6415	106.6630	9.6987
28.5742	315.6194	9.7051
28.5913	317.7341	9.6466
28.5508	526.6808	9.7760
28.5440	528.7863	9.7257
28.5435	737.7397	9.7648
