2.7228	-737.7213	13.4595
-28.5703	-737.7205	13.3532
2.7441	-528.7661	13.3276
-28.5586	-528.7609	13.3058
2.7415	-526.6126	13.3435
-28.5569	-526.6091	13.3529
2.7288	-317.6778	13.2398
-28.5685	-317.6854	13.2542
2.7033	-315.5339	13.2435
-28.5938	-315.5388	13.2472
2.7101	-106.5671	13.2318
-28.5811	-106.5628	13.2715
2.6955	-104.4368	13.2050
-28.6024	-104.4371	13.2123
2.7315	104.5280	13.2243
-28.5648	104.5335	13.2373
2.7299	106.6648	13.2395
-28.5651	106.6677	13.2571
2.7471	315.6353	13.3811
-28.5489	315.6399	13.3287
2.7112	317.7715	13.2944
-28.5858	317.7768	13.3185
2.7332	526.7412	13.4734
-28.5636	526.7489	13.4023
2.7316	528.8944	13.3976
-28.5643	528.8853	13.3839
2.7129	737.8172	13.5440
-28.5840	737.8172	13.4250
28.5471	-737.7583	9.9637
28.5316	-528.7921	9.8099
28.5379	-526.6754	9.8014
28.5728	-317.7348	9.6851
28.5371	-315.5583	9.7404
28.5400	-106.6031	9.7014
28.5365	-104.4403	9.6438
28.5099	104.5061	9.7108
28.5090	106.6191	9.6641
28.5066	315.5493	9.7225
28.5074	317.7214	9.7258
28.4931	526.6990	9.8038
28.5032	528.8566	9.7538
28.4948	737.7943	9.8962
