2.6224	-737.7098	13.5556
-28.6755	-737.7039	13.5345
2.6893	-528.7474	13.5256
-28.6043	-528.7397	13.4899
2.6539	-526.6280	13.5214
-28.6468	-526.6203	13.4805
2.7549	-317.6740	13.4663
-28.5494	-317.6605	13.3608
2.7171	-315.5222	13.4608
-28.5928	-315.5018	13.4523
2.8530	-106.5483	13.4009
-28.4496	-106.5313	13.4240
2.8941	-104.3870	13.4019
-28.4167	-104.4134	13.3759
2.6861	104.6024	13.4043
-28.6280	104.5685	13.3763
2.7373	106.6600	13.3818
-28.5636	106.6808	13.3461
2.8709	315.6211	13.4401
-28.4320	315.6450	13.3704
2.8126	317.8262	13.3492
-28.4874	317.8099	13.3440
2.7153	526.7851	13.4493
-28.5860	526.7745	13.4788
2.8108	528.9650	13.3422
-28.4798	528.9191	13.3627
2.5192	737.9138	13.2805
-28.7698	737.8694	13.4045
28.4011	-737.7339	9.8430
28.4655	-528.7612	9.9003
28.4871	-526.6393	9.9660
28.5606	-317.6845	9.9550
28.6942	-315.4782	9.9584
28.6019	-106.5180	10.0185
28.6043	-104.4072	10.0426
28.4583	104.5295	9.9550
28.5623	106.6779	9.9818
28.6181	315.6258	9.9782
28.5522	317.7247	9.9880
28.5753	526.6829	9.8854
28.5258	528.8644	9.8432
28.5697	737.8264	9.8223
