2.6279	-737.7085	13.2915
-28.6663	-737.6829	13.3965
2.7658	-528.7816	13.3843
-28.5356	-528.7705	13.3573
2.7261	-526.6376	13.3994
-28.5718	-526.6240	13.4100
2.7980	-317.7036	13.2947
-28.4955	-317.6935	13.2919
2.7787	-315.5320	13.2656
-28.5246	-315.5299	13.2734
2.7794	-106.6122	13.1661
-28.5162	-106.6081	13.2301
2.7578	-104.4489	13.1998
-28.5386	-104.4520	13.2299
2.7635	104.4921	13.1911
-28.5401	104.4924	13.1820
2.7728	106.6697	13.1732
-28.5277	106.6654	13.1672
2.7920	315.6055	13.2213
-28.5131	315.6047	13.2424
2.7606	317.7551	13.1954
-28.5369	317.7581	13.1778
2.7593	526.6895	13.2230
-28.5396	526.6812	13.2344
2.7752	528.8526	13.2155
-28.5231	528.8435	13.1955
2.7405	737.7885	13.2958
-28.5548	737.7814	13.3590
28.6367	-737.7965	9.8346
28.6044	-528.8344	9.8533
28.5493	-526.6593	9.8248
28.5934	-317.7453	9.7299
28.5642	-315.5756	9.7402
28.5606	-106.6453	9.7025
28.5598	-104.4281	9.6471
28.5649	104.4899	9.6800
28.5635	106.6554	9.6434
28.5453	315.5662	9.7031
28.5395	317.7447	9.7255
28.5508	526.6649	9.7782
28.5376	528.8481	9.6847
28.5640	737.7673	9.6767
