2.6289	-737.7029	13.3031
-28.6682	-737.6755	13.3878
2.7725	-528.7687	13.4147
-28.5254	-528.7516	13.3825
2.7307	-526.6234	13.4242
-28.5652	-526.6060	13.4363
2.8128	-317.6830	13.3322
-28.4833	-317.6757	13.3473
2.7884	-315.5103	13.3098
-28.5152	-315.5079	13.3402
2.7873	-106.5851	13.2456
-28.5125	-106.5793	13.2958
2.7647	-104.4191	13.2692
-28.5364	-104.4233	13.2952
2.7803	104.5266	13.2499
-28.5257	104.5307	13.2598
2.7903	106.7005	13.2164
-28.5112	106.7022	13.2297
2.8243	315.6425	13.2753
-28.4870	315.6435	13.3125
2.7855	317.7973	13.2442
-28.5153	317.7953	13.2473
2.7716	526.7341	13.2495
-28.5252	526.7312	13.2737
2.7919	528.9008	13.2439
-28.5090	528.8924	13.2373
2.7579	737.8398	13.2810
-28.5417	737.8383	13.3784
28.5300	-737.7433	9.7989
28.6172	-528.8115	9.8736
28.5661	-526.6387	9.8561
28.6081	-317.7164	9.7793
28.5856	-315.5446	9.7854
28.5747	-106.6151	9.7596
28.5759	-104.3998	9.7147
28.5833	104.5192	9.7312
28.5815	106.6853	9.6888
28.5710	315.6066	9.7343
28.5711	317.7774	9.7625
28.5674	526.7064	9.7937
28.5554	528.8835	9.7022
28.5765	737.8121	9.6394
