2.7925	-737.7226	13.4126
-28.5147	-737.7323	13.3775
2.7530	-528.7889	13.4361
-28.5551	-528.7920	13.4809
2.7552	-526.6268	13.4000
-28.5530	-526.6311	13.4174
2.7645	-317.6839	13.2823
-28.5418	-317.6805	13.2407
2.7673	-315.5682	13.2806
-28.5347	-315.5757	13.2627
2.7500	-106.6121	13.2422
-28.5488	-106.6209	13.2629
2.7180	-104.4638	13.2060
-28.5949	-104.4625	13.2270
2.7451	104.4648	13.2691
-28.5530	104.4745	13.2856
2.7547	106.6338	13.2038
-28.5466	106.6297	13.2252
2.7260	315.5813	13.3491
-28.5764	315.5764	13.2983
2.7004	317.7034	13.3794
-28.6079	317.7119	13.3280
2.7654	526.6904	13.5017
-28.5435	526.6997	13.4769
2.7504	528.8184	13.4358
-28.5542	528.8224	13.4598
2.7573	737.7909	13.7291
-28.5441	737.7856	13.6417
28.5705	-528.8389	9.8029
28.5997	-526.6614	9.7864
28.5574	-317.7107	9.7043
28.4910	-315.5820	9.7845
28.5288	-106.5907	9.7808
28.5263	-104.4499	9.7842
28.5424	104.5267	9.7664
28.5255	106.5980	9.7455
28.5930	315.5916	9.8523
28.5589	317.6785	9.8505
28.6123	526.6715	9.9108
28.5925	528.7880	9.9021
28.5979	737.7875	9.9335
