2.7619	-737.6918	13.3591
-28.5478	-737.7044	13.4176
2.7082	-528.7646	13.2779
-28.6054	-528.7774	13.3650
2.6950	-526.6065	13.3179
-28.5982	-526.6029	13.2884
2.7052	-317.6953	13.3065
-28.5897	-317.6830	13.2889
2.7202	-315.4977	13.3201
-28.5714	-315.4958	13.2787
2.7362	-106.5653	13.2405
-28.5587	-106.5603	13.2925
2.7416	-104.4287	13.2251
-28.5527	-104.4260	13.1775
2.7272	104.5104	13.2426
-28.5657	104.5042	13.2373
2.7255	106.6743	13.2168
-28.5620	106.6770	13.1939
2.7157	315.6210	13.2813
-28.5720	315.6215	13.2775
2.7266	317.7822	13.2737
-28.5673	317.7755	13.2359
2.6907	526.7127	13.3457
-28.6028	526.7009	13.2916
2.7196	528.8743	13.3289
-28.5809	528.8694	13.2789
2.6904	737.8114	13.3838
-28.6064	737.8106	13.4437
28.5797	-737.7601	9.8148
28.6465	-528.8116	9.7120
28.6159	-526.6321	9.7775
28.6255	-317.7055	9.6581
28.6019	-315.5105	9.6606
28.6017	-106.5512	9.6821
28.5905	-104.4303	9.6714
28.6245	104.4938	9.7058
28.5988	106.7179	9.5869
28.6250	315.6539	9.6713
28.6035	317.7801	9.6215
28.5437	526.7319	9.6545
28.5861	528.8902	9.6130
28.4950	737.8356	9.6866
