2.7672	-737.7052	13.4228
-28.5479	-737.7196	13.4812
2.7057	-528.7678	13.3301
-28.6067	-528.7815	13.4498
2.6975	-526.6147	13.3646
-28.5960	-526.6127	13.3719
2.7096	-317.6935	13.3774
-28.5926	-317.6866	13.3771
2.7247	-315.4994	13.3906
-28.5704	-315.4978	13.3623
2.7344	-106.5613	13.3406
-28.5648	-106.5605	13.3840
2.7342	-104.4245	13.3271
-28.5603	-104.4257	13.2734
2.7344	104.5126	13.3379
-28.5631	104.5135	13.3444
2.7323	106.6814	13.3131
-28.5571	106.6882	13.2920
2.7301	315.6248	13.3540
-28.5619	315.6316	13.3712
2.7347	317.7925	13.3469
-28.5544	317.7828	13.3216
2.7039	526.7228	13.4045
-28.5882	526.7172	13.3707
2.7347	528.8859	13.3869
-28.5667	528.8820	13.3464
2.7083	737.8299	13.4225
-28.5926	737.8308	13.4912
29.3128	-737.7681	9.4317
28.6409	-528.8157	9.7811
28.6106	-526.6412	9.8438
28.6210	-317.7104	9.7393
28.5941	-315.5121	9.7375
28.6064	-106.5497	9.7753
28.5943	-104.4305	9.7634
28.6389	104.4954	9.7783
28.6165	106.7160	9.6621
28.6384	315.6558	9.7554
28.6168	317.7809	9.7022
28.5589	526.7365	9.7182
28.6009	528.8938	9.6755
28.5049	737.8492	9.7245
