2.6933	-737.7965	13.6642
-28.5987	-737.7974	13.5484
2.7269	-528.8561	13.3566
-28.5685	-528.8518	13.3653
2.7261	-526.6164	13.3606
-28.5707	-526.6220	13.3929
2.7221	-317.6875	13.2781
-28.5748	-317.6834	13.2448
2.7277	-315.5461	13.2978
-28.5633	-315.5491	13.2734
2.7121	-106.6091	13.2479
-28.5825	-106.6076	13.2592
2.7108	-104.4432	13.2681
-28.5878	-104.4530	13.2584
2.7079	104.4928	13.2832
-28.5847	104.4922	13.2797
2.6985	106.6641	13.2781
-28.5976	106.6678	13.3063
2.7405	315.5980	13.3401
-28.5533	315.6048	13.3673
2.7287	317.7724	13.3054
-28.5691	317.7740	13.3538
2.7565	526.7009	13.4478
-28.5450	526.7029	13.3957
2.7543	528.8017	13.5214
-28.5443	528.8161	13.4221
2.8062	737.7845	13.5310
-28.4918	737.7868	13.5359
28.2992	-737.7118	9.9612
28.3743	-528.7713	9.8290
28.3549	-526.5641	9.8289
28.4466	-317.6479	9.8254
28.4528	-315.4889	9.8474
28.5570	-106.5413	9.8215
28.5567	-104.3890	9.8087
28.6238	104.5517	9.8372
28.6005	106.7014	9.8478
28.6407	315.6319	9.8644
28.6177	317.7978	9.8299
28.6331	526.7302	9.9601
28.6157	528.9109	9.9370
28.6251	737.8664	9.9827
