2.7068	-737.8387	13.6119
-28.5887	-737.8317	13.4867
2.7585	-528.8862	13.3252
-28.5421	-528.8812	13.3342
2.7612	-526.6508	13.3325
-28.5415	-526.6501	13.3611
2.7629	-317.7127	13.2400
-28.5385	-317.7098	13.2337
2.7675	-315.5696	13.2610
-28.5310	-315.5725	13.2488
2.7475	-106.6211	13.2175
-28.5489	-106.6293	13.2233
2.7482	-104.4626	13.2258
-28.5557	-104.4706	13.2273
2.7482	104.4756	13.2671
-28.5513	104.4784	13.2557
2.7400	106.6470	13.2583
-28.5564	106.6572	13.2889
2.7896	315.5869	13.3003
-28.5101	315.5946	13.3405
2.7756	317.7631	13.2729
-28.5222	317.7651	13.3287
2.7898	526.6959	13.4142
-28.5101	526.6980	13.3624
2.7819	528.8015	13.4893
-28.5157	528.8095	13.3945
2.8179	737.7869	13.4985
-28.4828	737.7876	13.5060
28.3174	-737.7154	10.0766
28.4053	-528.7896	9.7965
28.3938	-526.5795	9.8055
28.4874	-317.6674	9.7893
28.4926	-315.5051	9.8010
28.5906	-106.5618	9.8075
28.5943	-104.4089	9.7955
28.6675	104.5345	9.8013
28.6440	106.6839	9.8147
28.6740	315.6306	10.5483
28.6480	317.7931	9.8046
28.6655	526.7217	9.9272
28.6507	528.9095	9.9091
28.6365	737.8644	9.9329
