2.7008	-737.7064	13.2724
-28.5904	-737.6881	13.4510
2.8371	-528.7654	13.3525
-28.4557	-528.7483	13.3849
2.8191	-526.6205	13.3551
-28.4751	-526.6086	13.2993
2.9047	-317.7196	13.3179
-28.3848	-317.7071	13.3386
2.9161	-315.5377	13.2678
-28.3738	-315.5420	13.3268
2.9088	-106.6345	13.2820
-28.3844	-106.6363	13.2825
2.8825	-104.4093	13.2821
-28.4087	-104.4167	13.2875
2.8829	104.5030	13.3456
-28.4107	104.5023	13.2730
2.8863	106.6781	13.2528
-28.3995	106.6703	13.2601
2.8543	315.6037	13.3479
-28.4340	315.5981	13.2874
2.8175	317.7955	13.2966
-28.4720	317.7991	13.2967
2.8222	526.7128	13.3643
-28.4686	526.7145	13.3735
2.8323	528.9038	13.2958
-28.4708	528.8893	13.2758
2.7283	737.8146	13.3295
-28.5733	737.7919	13.4257
28.5663	-737.7130	9.8180
28.6102	-528.8063	9.7501
28.6037	-526.6884	9.7741
28.6159	-317.7329	9.7844
28.6098	-315.5714	9.7221
28.6284	-106.6295	9.7279
28.6146	-104.5053	9.6820
28.6435	104.4542	9.7239
28.6127	106.5858	9.6482
28.6132	315.5327	9.7633
28.6169	317.6774	9.6604
28.5800	526.6508	9.7747
28.5615	528.7988	9.6722
28.5734	737.7283	9.7734
